fund_name,aic,shapiro_p,ljungbox_p,runs_p,pass_all
East Capital (LUX) Russian Fund - Class A USD,699.7999099572015,0.16297966301471106,0.7567717761498944,0.6876577997456863,True
East Capital (LUX) Russian Fund - Class C EUR,666.3175733117923,0.14091840040187814,0.2891486394368446,0.2277762709715887,True
East Capital (LUX) Russian Fund - Class C USD,698.6036910091285,0.11620330632430148,0.7217773058050022,0.6876577997456863,True
Falcon Point Long/Short Fund,480.7430712717058,0.32030444636848654,0.5045678975440077,0.31485395233775604,True
Falcon Point Long/Short Qualified Fund,479.3902666733514,0.3180421830766955,0.5119213299724998,0.31485395233775604,True
Falcon Point Long/Short Tax Exempt Fund,353.8483713533542,0.12561719506003038,0.9465561600538784,0.8406846414712399,True
Falcon Point Small Cap Growth Strategy,598.7680015552453,0.1609533189509641,0.5491096268701705,0.15939040677403393,True
G10 - Rosseau Special Situations Fund,746.7554029956691,8.892690536533803e-06,0.2941605283960773,0.015855979706169032,False
"G10 - Rosseau Special Situations Fund (US), L.P.",747.7863214711837,8.444332888403836e-06,0.2892587843755117,0.015855979706169032,False
Gabelli Associates Fund II LP,167.70036606043683,0.006485772414587113,0.9698977097474953,0.5464731290798559,False
Gabelli Associates Fund LP,193.83232176930895,0.5136691941900402,0.6950620538885339,1.0,True
GAM Star Asia Pacific Equity CHF (Acc),550.1176310103456,0.8607160942641983,0.9945770055724619,0.2277762709715887,True
GAM Star Asia Pacific Equity EUR (Acc),551.4104787789063,0.1124463551600367,0.758079419454388,1.0,True
GAM Star Asia Pacific Equity GBP (Acc),550.3521447334754,0.8802966665378791,0.7194762532840746,1.0,True
"Millennium International, Ltd.",269.4346940569504,0.5187324653365526,0.8194814287727452,0.8406846414712399,True
Millennium USA LP,264.57463329051774,0.477113393449853,0.8402143403832768,0.8406846414712399,True
"Millrace Fund, L.P.",447.28271810378294,0.00013781821068045624,0.8655882564090471,0.22304156324863889,False
OC Dynamic Fund,427.0160849327582,0.006757129367736239,0.5850262229144455,0.8406846414712399,False
OC Micro-Cap Fund,460.11000637754273,0.022630150925091772,0.8332623378369359,0.8406846414712399,False
OC Premium Small Companies Fund,418.14576991377345,0.011925585894367383,0.5682930816149433,0.31485395233775604,False
OCCO Eastern European Fund (Ex -Ollo E.Euro Opportunities Fund),324.85543267491795,0.15087058296480022,0.4542177698460612,0.08286781252493669,True
"Ocean Park Investors, L.P.",518.6641989457289,0.1548446169817017,0.8055270674810271,0.31485395233775604,True
"Ocean Partners, LLC",405.51713145256514,0.002930647270870787,0.6083218455434048,1.0,False
Odey European Inc. EURO,651.1554641029086,0.0008801601020998604,0.9138391830601325,0.2277762709715887,False
Odey European Inc. GBP Class A,651.3786250587357,0.0010630302495788068,0.9111201297536474,0.421355814012109,False
Odey European Inc. GBP Class B,651.0681703844623,0.0008829002060700178,0.9144921788180359,0.421355814012109,False
Odey European Inc. USD,651.0565375590315,0.0005864915896841231,0.9141840436004908,0.2277762709715887,False
"Odin Raven Fund, L.P.",492.1343213584233,0.00034192444676963736,0.7537059518844829,0.6876577997456863,False
Pictet Clean Energy I USD,587.2572840781544,0.026149194995484404,0.8866462452656431,0.2277762709715887,False
Pictet Clean Energy P dy USD,587.0786956303514,0.027845991558430854,0.8864261459925604,0.2277762709715887,False
Pictet Clean Energy P EUR,552.42494999831,0.5848066104344611,0.9959552310959298,0.5464731290798559,True
Pictet Clean Energy P USD,587.0551654973565,0.02776216655395691,0.8868834148202118,0.2277762709715887,False
Pictet Clean Energy Pdy GBP,557.9317944209535,0.08887988302328195,0.8942987401450382,0.31485395233775604,True
Pictet Clean Energy R EUR,552.2569374111558,0.5893136101716431,0.9957535146434039,0.5464731290798559,True
Pictet Clean Energy R USD,586.916260837169,0.029411401728390584,0.8866050644570205,0.421355814012109,False
Pictet Health I EUR,552.2391350442955,0.01931201625311179,0.298947858511665,0.8406846414712399,False
Pictet Health I USD,504.10596929904074,2.621481473717605e-07,0.42307470550656723,0.7583322771915788,False
Pictet Health P dy GBP,534.9715416728104,0.42654972032150423,0.1347104509505786,0.5464731290798559,True
Pictet Health P EUR,552.3050138830251,0.020849808182878255,0.29320752348211093,0.8406846414712399,False
